category,sex,age,area,c_record
1,0,77,18,0
1,0,85,1,3
0,1,25,28,0
1,1,86,13,1
1,1,84,7,1
1,1,,23,1
1,1,74,20,1
1,0,84,29,1
1,0,85,4,0
0,1,29,16,3
1,0,86,4,0
1,1,84,15,0
1,0,93,5,3
0,1,12,6,0
1,0,87,9,0
1,1,80,10,0
1,1,80,17,1
1,0,85,19,1
1,1,73,15,0
1,0,88,4,0
0,1,21,9,0
0,0,23,9,0
0,0,34,9,0
0,1,22,9,0
0,1,22,9,0
0,0,22,9,0
0,0,37,9,0
0,1,22,9,0
1,1,66,22,0
1,1,74,7,0
1,0,77,9,0
0,1,27,21,0
0,1,21,28,0
1,0,84,28,1
1,0,,18,1
1,0,74,19,0
1,0,84,9,0
1,0,76,9,0
1,1,72,9,0
1,0,93,9,0
1,0,84,9,0
1,1,89,9,0
1,0,78,9,0
1,1,89,3,0
1,0,92,6,0
1,0,82,6,0
1,0,87,6,0
1,0,93,6,0
1,0,86,6,0
1,0,87,6,0
1,1,68,2,3
1,0,81,1,0
1,0,70,6,0
1,0,90,6,0
1,0,92,6,0
1,0,77,6,0
1,0,87,6,0
1,0,81,6,0
1,0,77,6,0
1,0,86,6,0
1,0,87,6,0
1,0,85,6,0
1,0,80,6,0
1,1,96,6,0
1,1,80,6,0
1,0,93,6,0
1,0,91,6,0
1,0,84,6,0
1,0,84,6,0
1,0,83,6,0
1,0,85,6,0
1,0,81,6,0
1,0,95,6,0
1,0,77,6,0
1,0,92,6,0
1,0,82,6,0
1,0,82,6,0
1,0,85,6,0
1,0,91,6,0
1,0,93,6,0
1,0,82,6,0
1,0,81,6,0
1,1,80,6,0
1,0,92,6,0
1,1,78,6,0
1,0,83,6,0
1,0,64,7,0
1,0,59,20,0
1,1,79,20,3
1,1,74,20,0
1,0,78,23,0
1,1,83,12,0
1,0,87,6,0
1,1,92,6,0
1,0,83,6,0
1,1,74,6,0
1,0,94,6,0
1,1,85,7,0
1,1,83,22,0
1,0,78,22,0
1,0,80,20,0
1,0,76,22,3
1,1,74,23,0
1,0,85,22,3
1,0,86,4,0
1,1,87,9,0
1,1,71,10,2
1,0,88,22,0
1,1,88,3,0
1,0,77,18,1
1,1,62,6,1
1,0,90,6,0
1,0,75,20,0
1,0,81,20,0
1,0,88,11,0
1,0,88,10,0
1,1,78,9,0
1,0,96,6,0
1,0,74,6,0
1,0,87,6,0
1,0,85,1,0
1,0,77,21,2
1,1,75,6,3
1,0,91,9,1
1,1,91,2,2
1,0,81,9,3
0,0,4,17,0
1,0,57,2,0
1,0,87,22,0
1,0,74,23,3
1,1,79,19,3
1,0,84,22,0
1,0,78,7,0
1,1,87,24,0
1,0,70,14,2
1,1,71,3,0
1,1,82,10,0
1,0,89,11,0
1,0,74,11,0
1,1,70,11,0
1,1,77,11,0
1,0,92,11,0
1,1,61,11,0
1,0,78,11,0
1,1,78,11,0
1,0,94,11,0
1,0,85,18,0
1,0,86,9,0
1,0,77,9,1
1,1,81,15,0
1,1,85,20,0
1,0,84,20,0
1,0,91,23,3
1,0,76,24,0
1,0,70,27,0
1,0,87,1,0
1,1,83,10,0
1,0,95,21,0
1,1,82,28,0
1,1,77,28,0
1,1,83,28,0
1,0,92,16,0
1,0,82,28,0
1,1,79,24,0
1,1,74,1,1
1,0,77,25,0
1,0,84,11,1
0,0,64,7,0
1,1,82,10,0
1,0,88,9,2
0,1,18,1,0
0,0,19,1,0
1,1,81,1,0
1,1,90,1,0
1,1,77,28,0
1,0,88,25,0
1,1,84,11,0
1,1,85,29,0
0,0,53,27,0
0,0,36,13,2
1,0,86,29,3
1,1,66,9,0
1,1,89,20,0
0,0,6,23,0
1,0,68,11,0
1,0,76,22,0
1,0,90,5,0
1,0,91,2,0
0,1,28,4,0
1,1,73,1,0
1,1,79,1,0
1,1,73,2,0
0,1,35,3,2
1,0,76,11,0
1,0,70,15,0
0,0,45,29,0
1,0,92,20,0
1,1,75,15,0
1,1,92,9,0
1,0,78,2,0
1,0,80,22,0
1,0,64,22,0
1,1,84,10,0
1,0,84,1,0
0,1,30,20,0
1,0,84,3,2
1,1,73,11,0
1,0,77,11,0
1,1,64,29,0
1,0,73,11,0
1,0,77,11,0
1,1,82,11,0
1,0,80,11,0
1,0,92,11,0
1,0,74,11,0
1,0,96,11,0
1,0,62,11,0
1,1,82,24,2
0,0,36,17,0
0,1,31,26,0
1,1,78,29,0
0,1,46,20,3
1,1,79,9,3
1,1,76,28,3
1,1,71,28,0
1,0,78,28,0
1,1,79,9,0
1,0,78,4,0
1,0,80,7,0
1,0,61,25,3
1,0,71,11,0
1,0,76,15,1
1,1,74,17,0
1,0,82,7,0
1,0,80,23,0
1,0,86,9,0
1,1,69,12,0
1,1,81,21,1
1,0,82,5,1
1,1,90,12,1
1,0,77,22,1
0,1,6,30,0
1,0,80,12,0
1,1,83,12,0
0,1,5,30,0
0,1,28,30,0
1,1,83,2,1
0,1,28,15,2
1,1,83,28,0
1,0,82,28,1
1,0,77,19,1
1,1,62,19,0
1,0,79,19,0
1,1,85,19,0
1,1,85,19,2
1,1,76,19,0
1,1,83,19,2
1,0,75,19,3
1,1,70,18,1
1,1,87,21,0
1,0,78,1,0
1,0,83,10,3
1,0,83,9,0
0,1,8,15,0
1,1,81,3,0
1,0,77,19,0
1,1,77,19,0
0,1,39,20,1
1,0,86,11,0
1,1,76,10,0
1,1,81,10,0
1,0,84,10,0
1,1,88,10,0
1,0,76,10,0
1,0,66,10,0
1,0,84,22,0
1,0,80,13,0
0,1,51,30,3
1,0,89,14,3
1,1,95,13,1
0,1,5,23,0
1,0,80,24,0
0,1,34,24,3
1,0,82,13,0
0,0,8,30,0
0,0,63,9,0
0,0,36,9,0
0,0,36,9,0
0,1,7,9,0
1,0,89,6,3
1,0,78,18,0
1,0,78,21,0
1,1,80,21,0
1,1,93,16,1
1,1,81,26,0
1,0,80,3,0
1,0,77,26,2
1,0,85,9,0
1,0,84,24,0
1,0,105,13,1
1,1,78,1,1
0,1,21,22,3
1,0,76,28,3
1,0,78,10,0
1,0,58,15,3
1,1,82,20,2
0,1,33,18,2
1,0,86,19,1
1,1,76,10,2
1,0,77,28,0
1,0,83,21,0
1,1,86,24,1
1,1,67,5,1
1,1,74,23,3
1,1,82,9,0
1,0,79,24,0
1,0,72,9,0
1,1,84,2,0
1,0,79,2,0
1,0,79,9,0
1,0,75,11,0
1,0,76,11,0
0,1,4,30,0
1,0,83,11,0
1,0,76,11,0
1,0,80,11,0
1,0,83,11,0
1,1,86,11,0
1,0,81,11,0
1,1,82,11,0
1,0,92,11,0
1,1,85,11,0
1,1,87,11,0
1,1,76,3,0
1,0,81,3,0
1,0,81,3,0
1,0,83,3,0
1,0,83,3,0
1,0,85,15,0
1,1,76,2,0
1,0,84,2,0
1,0,82,2,0
1,1,76,2,0
1,0,76,2,0
1,0,85,2,0
1,0,85,2,0
1,0,85,2,0
1,0,77,2,0
1,0,86,2,0
1,0,84,2,0
1,0,75,2,0
1,1,77,11,0
1,0,79,2,1
1,0,90,28,0
1,0,92,28,0
1,0,87,28,0
1,0,84,28,0
1,0,62,2,1
1,1,89,22,2
1,0,61,3,1
1,1,85,2,0
1,1,78,4,3
1,1,83,28,1
1,1,75,28,3
1,1,85,28,2
1,1,64,28,3
1,0,94,28,3
1,0,72,28,0
1,0,80,28,3
1,1,81,28,1
1,1,83,28,3
1,1,90,2,1
1,0,84,7,0
1,1,86,16,3
1,0,78,20,3
1,1,76,3,2
1,1,80,19,0
1,1,54,19,0
1,1,55,6,3
1,0,85,28,0
1,0,78,5,0
1,0,76,3,3
1,1,86,12,0
1,1,77,7,0
1,0,80,9,0
0,1,5,6,0
1,0,80,21,1
0,1,68,20,1
1,1,81,12,1
1,0,86,12,2
1,1,72,10,3
1,1,81,12,0
1,1,80,24,0
1,0,78,24,0
1,0,86,20,0
1,0,83,20,0
1,0,91,9,0
1,0,88,9,0
1,0,93,9,3
1,1,94,9,0
1,1,77,9,0
0,1,15,9,0
1,1,82,29,0
0,1,8,30,0
0,1,14,30,0
1,0,86,18,2
0,0,21,30,0
1,0,71,18,0
1,0,91,20,1
1,0,87,13,0
1,1,78,25,0
1,0,74,28,0
1,1,74,28,0
1,0,82,28,0
1,1,81,28,0
1,1,66,28,0
1,1,76,28,0
1,0,80,28,0
1,0,78,28,0
1,1,95,1,2
1,1,80,2,0
1,1,76,1,1
1,1,72,25,0
1,0,69,27,0
1,1,71,28,0
1,1,86,18,0
1,1,82,0,0
0,0,4,3,0
1,0,78,1,0
1,0,76,10,1
1,0,88,10,0
0,1,30,3,0
1,0,83,13,0
0,1,23,3,0
0,1,46,3,0
0,1,36,3,0
1,1,54,16,0
1,1,77,18,2
0,1,69,12,3
1,0,82,2,0
1,0,80,12,0
1,1,90,11,0
1,0,84,18,0
1,0,83,20,0
1,1,79,9,2
1,0,80,9,1
1,0,80,8,0
1,0,76,4,0
1,0,71,30,1
1,1,87,19,0
1,1,,23,3
0,1,8,1,0
1,0,70,21,0
1,1,67,23,0
1,1,68,24,0
1,0,78,30,0
1,1,67,30,0
1,0,72,30,0
1,0,72,30,0
1,0,76,30,0
1,1,71,26,0
1,0,71,30,0
1,0,65,30,0
1,0,66,30,0
1,0,76,22,3
0,0,71,30,0
1,0,73,30,0
1,1,62,30,0
1,1,88,29,0
1,1,77,30,0
1,1,78,6,0
1,0,75,30,0
1,0,90,18,0
1,1,82,18,0
1,0,75,11,0
1,1,83,11,0
1,0,77,11,0
1,0,89,11,0
1,0,74,11,0
1,1,78,30,0
1,0,78,11,0
1,1,77,30,0
1,0,86,11,0
1,0,78,30,0
1,1,85,30,0
1,1,82,30,0
1,0,77,11,0
1,0,80,30,0
1,1,85,30,0
1,0,71,11,0
1,1,89,24,0
0,1,37,30,0
1,1,82,30,0
1,0,73,5,0
1,0,75,30,0
1,0,73,30,0
1,1,90,30,0
1,0,81,30,0
1,0,68,30,0
1,0,60,30,0
1,0,71,30,0
1,0,84,30,0
1,1,83,11,0
1,0,77,30,0
1,1,72,30,0
1,1,74,16,0
1,0,92,16,0
1,0,86,16,0
1,0,78,16,0
1,0,73,16,0
1,0,85,22,0
1,1,73,20,0
1,0,74,15,0
1,1,76,11,0
1,1,76,1,0
1,0,63,1,0
1,0,80,1,0
1,1,75,1,0
1,0,79,1,0
1,0,88,22,0
1,0,86,16,1
1,0,85,6,2
0,0,79,4,0
1,0,76,21,0
1,1,77,21,0
1,0,85,23,0
1,0,69,20,0
1,0,81,28,0
0,1,8,1,0
1,0,80,9,0
0,0,25,9,0
1,1,55,20,0
1,0,88,4,0
1,0,85,11,0
1,0,83,11,0
1,1,79,20,1
1,0,85,9,0
1,1,81,24,0
1,1,83,4,2
1,0,88,2,0
1,0,78,28,0
1,0,85,22,0
1,0,75,6,0
0,0,6,22,0
1,0,93,12,0
1,0,84,5,0
1,1,84,5,2
0,1,10,7,0
1,0,60,4,3
1,0,85,22,0
1,1,77,20,3
0,1,16,2,0
1,0,81,12,0
1,0,75,14,0
1,1,91,5,3
1,0,86,0,1
1,0,82,11,3
1,1,81,7,1
1,0,86,6,3
1,1,77,4,3
1,0,92,9,3
1,0,83,5,2
1,0,74,1,0
1,0,74,25,3
1,0,83,10,0
1,0,80,17,0
1,0,99,9,2
1,1,75,4,2
1,0,88,9,0
1,0,55,1,0
1,0,78,0,0
1,0,82,27,0
1,1,49,2,0
1,1,86,28,0
1,0,67,28,0
1,0,99,28,0
1,1,63,28,0
1,1,78,28,2
1,1,76,28,1
1,0,77,28,0
1,0,71,28,0
1,0,84,28,0
1,1,74,28,0
1,0,76,28,0
1,1,80,28,0
1,0,78,27,0
0,0,36,3,2
0,0,16,21,0
1,0,55,16,0
1,0,67,7,0
1,0,89,14,0
1,1,84,28,0
1,0,75,21,1
1,0,85,10,0
1,0,88,15,0
1,1,70,10,2
1,0,89,10,1
1,0,61,10,0
1,0,89,10,0
1,1,80,10,0
1,1,74,10,0
1,0,83,9,0
0,1,6,11,0
1,0,83,17,1
1,0,85,2,0
1,0,81,9,0
1,0,81,19,0
1,0,89,13,0
1,1,76,14,0
1,0,73,3,0
1,0,88,6,0
1,0,78,21,0
1,1,80,1,2
1,0,65,12,0
1,0,89,20,0
1,0,82,3,0
1,0,83,11,0
1,0,77,6,2
1,1,70,11,0
1,1,64,11,0
1,1,80,14,3
1,0,79,11,0
1,0,85,11,0
1,0,81,5,0
1,0,91,11,0
1,1,79,11,0
1,0,81,11,0
1,0,86,11,0
1,0,68,11,0
1,0,71,11,0
1,1,68,11,0
1,1,72,7,0
1,1,83,3,0
1,0,91,8,0
1,0,90,8,0
1,0,89,8,0
1,0,83,10,0
1,0,87,22,0
1,0,78,28,0
1,0,78,20,0
1,0,85,18,0
1,0,80,9,3
1,0,83,27,0
1,1,85,22,0
1,1,82,22,3
1,0,89,25,3
1,1,83,2,3
0,0,4,12,0
1,1,65,7,2
1,1,86,5,2
1,0,87,8,0
1,0,92,25,0
1,0,89,25,0
1,0,75,22,0
1,0,82,8,0
1,0,34,19,0
1,0,76,16,0
1,0,78,17,0
1,1,79,15,0
1,0,79,27,0
1,0,78,25,0
1,1,76,7,2
1,1,80,1,0
1,0,87,9,0
1,0,82,8,0
1,1,80,3,2
1,0,81,9,0
1,1,72,11,2
1,1,82,2,0
1,1,80,3,0
1,0,88,24,1
1,1,80,21,0
0,0,8,1,0
1,1,88,3,0
0,0,25,6,0
1,0,75,20,0
1,1,81,2,0
1,0,73,23,3
1,1,76,28,0
1,0,94,25,0
1,1,77,3,3
1,0,82,9,0
1,0,85,22,3
1,1,71,24,0
1,0,76,5,1
1,0,79,7,0
0,1,67,30,0
1,0,77,28,1
0,1,28,20,1
1,0,83,11,0
1,1,77,21,0
0,0,6,21,0
1,0,63,19,0
1,0,84,19,0
1,0,80,19,0
1,1,81,19,0
1,0,75,19,0
1,0,88,19,0
1,0,62,19,3
1,0,89,19,0
1,0,68,19,0
1,0,90,19,0
1,1,94,19,0
1,0,74,19,0
1,0,79,19,0
1,0,70,18,0
1,1,87,13,0
1,1,79,13,0
0,0,24,1,0
1,1,81,6,0
1,0,56,28,0
1,1,79,25,3
1,1,85,19,0
1,0,92,19,0
1,1,81,19,0
1,1,78,19,0
1,0,62,19,1
1,0,73,28,0
1,0,79,28,0
1,0,79,28,0
1,0,85,28,0
1,0,90,28,1
1,0,85,23,0
1,0,96,4,0
1,0,74,11,0
0,1,14,20,0
1,1,79,25,0
1,0,76,25,0
1,0,78,25,0
1,0,86,25,0
1,0,73,4,0
1,0,79,4,0
1,1,83,22,0
1,0,76,4,2
1,1,80,23,0
1,0,85,6,1
0,1,26,6,2
1,0,57,4,3
1,0,77,22,0
1,1,82,22,0
0,1,22,1,0
0,0,22,1,0
1,0,62,13,3
1,0,79,12,2
0,0,50,11,3
1,0,91,9,0
1,0,77,25,0
0,1,21,1,0
0,1,6,4,0
1,1,81,19,3
0,1,74,15,0
1,0,83,11,0
1,0,74,9,1
0,0,49,12,0
1,1,71,19,0
1,1,77,21,0
1,1,74,18,0
1,1,76,25,0
0,1,22,5,0
1,1,82,15,0
1,1,68,3,0
1,1,87,16,2
1,0,80,10,0
1,1,83,3,0
1,0,79,18,0
1,0,83,23,1
1,1,89,29,0
0,1,26,20,0
1,0,74,25,0
1,1,84,9,0
1,1,77,15,3
1,0,81,3,0
1,1,86,4,3
1,0,75,18,0
0,1,5,15,0
0,1,5,15,0
0,1,5,15,0
0,0,5,15,0
0,0,8,15,0
0,1,7,15,0
0,0,8,15,0
0,0,9,15,0
0,1,10,15,0
0,1,10,15,0
0,0,14,15,0
0,0,14,15,0
0,0,14,15,0
0,0,14,15,0
0,0,16,15,0
0,0,16,15,0
0,1,15,15,0
0,1,17,15,0
0,0,17,15,0
0,0,20,15,0
1,0,81,20,0
0,1,6,7,0
0,0,18,15,0
0,1,20,15,0
0,0,17,15,0
0,1,19,15,0
0,1,19,15,0
0,0,20,15,0
0,0,26,1,3
0,1,7,23,0
0,1,27,3,0
1,1,57,23,0
1,1,80,28,1
1,1,79,20,0
1,1,87,25,1
1,1,80,13,0
1,1,80,4,0
0,1,43,6,1
1,1,74,6,2
0,1,36,27,0
0,0,23,27,0
0,1,48,27,0
0,0,30,27,0
0,0,23,27,0
1,0,76,19,0
0,0,45,27,0
0,1,45,27,0
0,0,47,27,0
1,1,84,15,0
1,0,80,23,0
0,1,35,27,0
0,0,39,27,0
0,0,28,27,0
1,1,79,3,0
1,0,84,3,1
1,0,84,11,0
1,0,79,11,0
1,0,85,11,0
1,1,86,11,0
1,1,89,11,0
1,0,84,11,0
0,1,33,4,0
0,1,35,4,0
0,1,46,4,0
1,0,91,11,0
0,1,53,4,0
0,0,55,4,1
0,1,27,4,0
1,1,89,11,0
1,0,89,4,0
1,0,86,20,0
1,0,74,11,0
1,0,85,2,2
1,0,75,4,0
0,1,23,1,0
0,0,22,1,0
1,0,88,12,0
1,0,83,20,1
1,1,67,26,3
1,1,81,28,0
1,0,84,25,0
1,0,87,16,3
1,1,67,20,2
0,1,30,9,3
1,0,77,10,2
1,1,80,6,3
1,1,71,8,0
1,1,92,9,0
1,0,63,28,0
1,1,81,28,0
1,1,88,28,0
1,0,88,28,0
1,0,86,28,0
1,0,74,28,0
0,0,31,4,0
0,0,24,4,0
0,0,37,4,0
1,0,71,28,1
0,1,38,4,0
0,1,28,4,0
0,1,20,4,0
0,0,21,4,0
0,1,28,27,0
1,1,62,7,0
1,1,75,7,0
1,1,79,7,0
1,0,72,28,0
0,1,22,5,0
1,0,93,4,0
1,1,68,14,0
0,1,42,27,0
1,0,81,27,0
1,1,69,27,0
1,0,90,13,3
1,0,76,1,0
1,0,96,1,0
1,0,62,1,2
1,1,79,1,0
1,1,78,1,1
1,0,77,1,0
1,0,77,1,0
1,0,85,1,0
0,1,24,18,1
1,0,83,9,0
1,0,83,1,0
1,0,80,1,3
1,1,77,6,2
1,1,79,15,3
1,0,87,4,0
1,0,89,11,0
0,0,24,20,0
1,0,67,2,0
1,1,76,8,0
1,0,72,8,0
0,0,22,1,0
1,0,84,4,0
1,1,89,9,1
1,1,92,26,1
1,0,76,10,2
1,0,80,28,1
1,1,76,12,2
0,0,21,1,0
1,0,89,10,0
1,0,91,28,3
1,0,97,10,0
1,1,77,13,0
1,0,69,21,1
1,1,77,27,0
1,0,92,10,2
1,0,70,22,0
1,1,86,22,0
1,0,87,22,3
1,1,89,24,0
1,0,85,24,0
1,0,82,24,0
0,1,25,21,0
1,1,68,28,0
0,0,67,11,3
1,0,76,7,0
1,0,83,3,0
1,0,85,3,0
1,0,77,3,0
1,0,75,3,0
1,1,77,3,0
1,1,84,3,0
1,1,68,13,0
1,0,82,12,0
1,1,72,28,0
0,1,52,10,3
1,0,76,7,1
1,1,79,7,0
0,1,21,1,0
1,0,62,15,3
1,0,101,29,0
1,0,90,29,2
1,0,81,29,0
1,0,96,29,0
1,0,82,29,0
1,0,82,29,0
1,1,68,29,0
1,0,79,29,0
1,0,88,29,0
1,0,84,29,0
0,0,3,20,0
1,0,82,25,0
1,0,88,18,0
1,0,80,9,1
1,0,64,13,3
1,1,89,12,0
0,1,18,21,0
1,0,79,28,0
1,1,78,20,1
1,0,74,2,0
1,0,83,25,1
1,0,91,22,1
1,1,66,1,0
1,0,86,1,0
1,0,89,1,0
1,0,81,1,1
1,0,89,18,0
0,0,70,1,0
1,1,83,1,0
1,0,83,1,0
1,1,82,1,0
1,1,83,4,0
1,1,81,27,0
0,0,59,4,0
1,0,84,4,0
1,0,69,12,0
1,1,85,10,0
1,1,74,10,0
1,0,76,10,0
1,1,71,10,0
1,0,91,4,0
1,0,75,1,0
1,0,91,1,0
1,0,89,1,0
1,1,84,1,0
0,1,36,4,0
1,0,77,20,3
1,0,87,10,0
1,0,86,25,0
0,1,4,3,0
1,0,85,13,1
1,1,69,10,0
0,1,24,20,2
0,1,22,17,0
1,0,72,7,3
0,0,4,12,0
1,0,85,10,0
1,0,75,18,3
1,1,77,20,0
1,0,81,15,0
1,0,79,23,0
1,1,72,30,0
1,0,76,27,0
1,1,92,28,3
1,0,93,22,0
1,0,93,30,0
1,1,85,4,2
1,0,77,4,1
1,1,80,29,0
0,1,25,17,0
1,1,75,15,0
0,1,6,4,0
0,0,4,3,0
1,0,91,25,0
0,1,40,28,3
1,1,73,16,2
0,1,29,6,1
1,1,58,2,0
1,0,85,1,3
1,1,77,25,0
1,0,89,25,0
1,0,91,25,0
1,0,82,25,0
1,0,86,25,0
1,1,82,25,0
1,0,83,25,0
1,0,84,25,0
1,0,77,17,0
0,0,49,17,0
1,1,83,18,0
1,1,79,18,0
1,0,85,18,0
1,0,55,18,0
1,0,87,18,0
1,0,87,18,0
1,0,80,18,0
1,1,84,18,0
1,0,80,18,0
1,1,77,18,0
1,1,78,18,0
1,0,79,18,0
1,1,74,18,0
1,0,78,18,0
1,0,75,18,0
1,0,71,18,0
1,0,76,18,0
1,1,78,18,0
1,1,67,24,0
1,0,83,18,0
1,1,80,18,0
1,0,92,18,0
1,0,82,25,0
1,0,84,1,0
0,1,52,28,0
1,0,92,26,0
0,1,6,9,0
1,0,74,15,0
1,0,84,4,2
0,1,57,3,0
1,0,83,10,0
1,1,83,15,0
1,0,88,19,0
1,0,80,19,0
1,1,78,19,0
1,0,89,20,0
1,0,76,16,0
1,0,85,25,0
1,0,82,25,0
1,0,85,25,0
1,0,92,25,0
1,1,82,25,0
1,0,84,25,3
1,0,88,25,0
1,1,87,25,0
1,0,77,25,0
1,0,91,25,0
1,0,67,19,0
1,1,89,19,0
1,0,68,19,0
1,0,77,25,0
1,1,90,18,0
1,1,55,18,0
1,0,74,27,0
1,0,89,13,2
1,1,83,6,3
1,0,88,15,2
1,0,90,9,2
1,0,92,17,2
1,0,81,9,0
0,1,4,15,0
1,0,77,20,0
0,0,62,7,0
1,0,74,20,0
1,1,73,9,2
1,1,80,23,0
1,1,75,28,2
1,1,77,16,3
1,1,83,23,2
1,0,80,23,2
0,1,7,22,0
1,1,74,21,1
1,0,81,22,0
1,0,70,22,0
1,1,73,22,0
1,0,89,9,0
0,0,21,1,0
1,0,88,1,0
1,0,81,1,0
1,1,90,15,0
1,1,80,2,3
1,0,74,2,0
1,0,83,22,0
1,0,93,23,1
1,1,89,9,1
1,0,72,3,0
1,1,88,10,1
1,0,85,20,0
1,1,84,16,0
1,0,82,22,0
1,0,75,22,0
1,0,93,15,3
1,1,85,27,3
1,0,82,1,0
1,0,91,1,0
1,0,52,10,0
1,1,75,1,2
1,0,87,1,0
1,1,94,3,1
1,1,78,28,0
1,0,91,28,0
1,0,89,28,0
1,0,89,28,0
1,1,78,1,0
1,0,90,28,0
1,0,79,28,0
1,0,89,13,3
0,1,10,9,0
1,0,86,9,0
1,0,63,9,1
1,0,87,11,0
1,0,80,9,2
0,1,38,22,0
1,0,81,12,0
0,0,11,30,1
0,0,4,20,0
1,1,81,4,0
1,0,81,4,2
1,1,67,4,2
1,1,87,28,0
1,1,78,12,0
1,0,84,9,0
1,0,69,9,0
1,0,75,13,0
1,1,63,9,1
1,0,83,9,0
1,0,89,9,0
1,0,87,11,0
1,0,78,11,0
1,0,79,11,0
0,1,4,20,0
1,0,83,2,3
1,1,70,23,0
1,0,77,7,0
0,1,12,21,0
1,0,91,5,1
1,0,82,11,0
1,1,81,9,1
1,1,81,24,0
1,0,81,24,0
1,1,81,8,2
1,1,88,24,0
1,0,83,7,1
1,1,78,13,0
1,1,76,1,0
1,1,77,3,2
0,1,3,25,0
1,0,77,5,0
0,0,8,3,0
0,0,4,25,0
1,0,84,10,0
1,0,82,3,1
1,1,84,0,1
0,1,8,7,0
1,0,77,13,0
1,1,83,1,0
1,1,64,16,0
1,1,72,30,3
1,0,76,28,0
1,1,83,13,0
1,0,62,13,0
1,0,84,1,1
1,0,65,20,0
1,0,69,13,0
0,1,27,8,0
1,1,71,20,0
1,0,72,18,0
1,0,79,9,1
0,1,9,13,0
1,0,71,19,0
1,1,89,11,2
0,1,29,6,0
1,0,80,29,0
1,0,83,7,0
1,0,68,22,0
1,0,84,3,0
1,0,84,9,0
0,1,44,6,1
1,0,88,26,0
1,1,83,20,0
1,0,85,12,0
1,0,83,23,0
1,1,76,23,2
1,1,86,1,0
1,0,82,26,1
1,0,87,13,0
1,1,83,1,0
1,1,69,24,0
0,1,38,3,0
1,1,81,15,2
1,1,80,26,0
1,0,77,4,0
1,0,85,1,0
1,0,83,3,0
1,1,84,10,0
1,0,68,12,1
1,0,73,29,1
1,1,78,1,0
1,0,83,3,0
1,0,80,22,0
1,1,84,22,0
1,0,83,4,3
1,0,80,28,0
1,0,87,28,0
1,0,88,28,0
1,0,91,28,0
1,0,90,28,0
1,1,64,28,0
1,0,91,28,0
1,0,92,28,0
1,0,93,24,3
0,0,56,7,3
1,0,88,2,2
1,0,91,25,2
1,0,76,1,0
1,1,71,11,0
1,1,80,15,0
1,0,88,27,0
1,1,92,27,0
1,0,66,1,0
1,1,78,1,0
1,1,82,1,0
1,0,71,1,0
1,0,84,28,2
1,0,70,28,0
1,0,71,28,0
1,0,79,1,0
1,0,82,28,0
1,0,86,28,0
1,1,86,28,0
1,1,84,28,2
1,1,80,7,0
1,0,77,28,3
1,1,75,28,0
1,0,79,28,0
0,0,40,23,1
1,0,84,19,0
1,0,97,19,0
1,0,82,19,0
1,0,83,19,0
1,1,87,5,0
1,0,70,28,0
1,1,81,10,0
0,0,67,28,2
0,1,56,9,0
0,1,23,9,0
1,0,89,5,0
1,0,77,2,0
1,1,81,13,3
1,0,81,10,2
1,1,88,14,0
1,0,83,14,0
1,1,77,1,0
0,1,28,9,0
0,0,37,9,0
0,1,28,9,0
1,1,92,10,0
0,0,33,9,0
0,1,37,9,0
1,0,88,10,0
1,0,84,10,0
0,1,34,9,1
0,1,33,9,0
1,0,87,23,1
